opportunity_id,company,title,opportunity_type,work_mode,location,country,seniority,experience_min_years,experience_max_years,skills,languages,posted_date,deadline,availability,source_kind,source_name,source_url,apply_url,eligibility,notes,observed_at,record_key,status,days_to_deadline,quality_flag,role_score,skill_score,seniority_score,location_score,opportunity_score,evidence_score,fit_score,confidence_score,final_score,matched_skills,missing_skills,eligibility_flag,fit_reasons,recommendation
YAS-FS-001,Yassir,Data Analyst Financial Services,full-time,hybrid,Algiers,DZ,junior-mid,2,5,bigquery|experimentation|fintech|looker|power bi|product analytics|python|sql|statistics,english,,,live_listing,official_job_board,Yassir Lever,https://jobs.lever.co/Yassir/0aa9d59a-06f4-42bb-9357-63692eeee80c,https://jobs.lever.co/Yassir/0aa9d59a-06f4-42bb-9357-63692eeee80c,Algeria-based role,Strong product and fintech analytics signal; experience requirement is a stretch for a student.,2026-09-13,9833ab71969b,active,,,1.0,0.322,0.4,1.0,0.75,1.0,66.5,75.0,67.5,power bi|python|sql|statistics,bigquery|experimentation|fintech|looker|product analytics,,"role=1.00; skills=0.32; seniority=0.40; location=1.00; opportunity=0.75; evidence=1.00; target=data analyst; matched=power bi, python, sql, statistics; missing=bigquery, experimentation, fintech, looker, product analytics",Stretch
YAS-MKT-001,Yassir,Marketing Data Analyst,full-time,hybrid,Algiers,DZ,senior,5,7,attribution|experimentation|marketing analytics|product analytics|python|sql|statistics,english|french,,,live_listing,official_job_board,Yassir Lever,https://jobs.lever.co/Yassir/3f8932cc-4ad9-453b-9ac3-ff177510a55b,https://jobs.lever.co/Yassir/3f8932cc-4ad9-453b-9ac3-ff177510a55b,Algeria-based role,Useful benchmark for the skill roadmap; seniority is not entry-level.,2026-09-13,f528ad8944b6,active,,,1.0,0.307,0.1,1.0,0.15,1.0,57.0,75.0,59.2,python|sql|statistics,attribution|experimentation|marketing analytics|product analytics,,"role=1.00; skills=0.31; seniority=0.10; location=1.00; opportunity=0.15; evidence=1.00; target=data analyst; matched=python, sql, statistics; missing=attribution, experimentation, marketing analytics, product analytics",Monitor
YAS-DS-001,Yassir,Data Scientist,full-time,hybrid,Algiers / Constantine / Tlemcen / Oran / Bejaia / Remote,DZ,mid,2,5,experimentation|machine learning|product analytics|python|sql|statistics,english,,,live_listing,official_job_board,Yassir Lever,https://jobs.lever.co/Yassir/37980bd7-7725-41a9-8b88-8f3f9513cd7b,https://jobs.lever.co/Yassir/37980bd7-7725-41a9-8b88-8f3f9513cd7b,Several Algeria locations and remote options are listed,Good long-term target for an analytics student moving toward data science.,2026-09-13,f646a947c9cd,active,,,0.5,0.358,0.4,1.0,0.75,1.0,54.8,75.0,57.2,python|sql|statistics,experimentation|machine learning|product analytics,,"role=0.50; skills=0.36; seniority=0.40; location=1.00; opportunity=0.75; evidence=1.00; target=data analyst; matched=python, sql, statistics; missing=experimentation, machine learning, product analytics",Monitor
YAS-DE-001,Yassir,Data Engineer DMP Streaming and Analytics,full-time,hybrid,Algiers,DZ,mid-senior,3,7,airflow|bigquery|data modeling|data quality|dataflow|gcp|pubsub|python|spark|sql,english,,,live_listing,official_job_board,Yassir Lever,https://jobs.lever.co/Yassir/79245239-284e-44f1-b0f7-f8bc6f308723,https://jobs.lever.co/Yassir/79245239-284e-44f1-b0f7-f8bc6f308723,Algeria-based role,Shows the engineering foundations that support analytics at scale.,2026-09-13,d961dfb70235,active,,,0.667,0.155,0.4,1.0,0.75,1.0,52.2,75.0,54.9,python|sql,airflow|bigquery|data modeling|data quality|dataflow|gcp|pubsub|spark,,"role=0.67; skills=0.15; seniority=0.40; location=1.00; opportunity=0.75; evidence=1.00; target=data analytics intern; matched=python, sql; missing=airflow, bigquery, data modeling, data quality, dataflow, gcp, pubsub, spark",Monitor
YAS-DE-002,Yassir,Data Engineer Mid Senior,full-time,hybrid,Algeria East / Algeria West / Algiers,DZ,mid-senior,3,7,bigquery|data modeling|data quality|etl|gcp|looker|python|spark|sql,english,,,live_listing,official_job_board,Yassir Lever,https://jobs.lever.co/Yassir/580bb8db-a843-4484-bbff-7ed3e3e10a32,https://jobs.lever.co/Yassir/580bb8db-a843-4484-bbff-7ed3e3e10a32,Algeria-based role,Useful benchmark for a data engineering pathway.,2026-09-13,752d0062453d,active,,,0.5,0.172,0.4,1.0,0.75,1.0,48.4,75.0,51.6,python|sql,bigquery|data modeling|data quality|etl|gcp|looker|spark,,"role=0.50; skills=0.17; seniority=0.40; location=1.00; opportunity=0.75; evidence=1.00; target=data analyst; matched=python, sql; missing=bigquery, data modeling, data quality, etl, gcp, looker, spark",Monitor
AUT-CAREER-001,Automattic,Remote Analytics Career Watchlist,catalog,remote,Worldwide,INTL,unknown,0,5,analytics|communication|data visualization|python|sql,english,,,catalog,official_career_page,Automattic Careers,https://automattic.com/work-with-us/,https://automattic.com/work-with-us/,Role-specific eligibility varies by opening,"Use the official career page; this is a watchlist source, not an open vacancy.",2026-09-13,274d5b832512,catalog,,,0.333,0.61,1.0,0.9,0.55,1.0,45.4,75.0,49.0,communication|data visualization|python|sql,analytics,verify:eligibility,"role=0.33; skills=0.61; seniority=1.00; location=0.90; opportunity=0.55; evidence=1.00; target=data analytics intern; matched=communication, data visualization, python, sql; missing=analytics; verify:eligibility",Monitor
AT-SC-001,Algeria Telecom Skills Centers,Opportunities Hub Catalog,catalog,unknown,Algeria,DZ,student,0,1,communication|data analytics|excel|python|sql,english|french,,,catalog,official_program_page,Algeria Telecom Skills Centers,https://skillscenter.algerietelecom.dz/opportunities,https://skillscenter.algerietelecom.dz/opportunities,Snapshot page displayed zero active listings,"Keep as a monitoring source for internships, certifications, and youth programs.",2026-09-13,dfe345b17ec9,catalog,,,0.0,0.63,1.0,1.0,0.55,0.895,39.9,67.1,43.2,communication|excel|python|sql,data analytics,,"role=0.00; skills=0.63; seniority=1.00; location=1.00; opportunity=0.55; evidence=0.90; matched=communication, excel, python, sql; missing=data analytics",Monitor
YAS-AM-001,Yassir,Analytics Manager,full-time,hybrid,Algiers,DZ,manager,8,12,data governance|data warehousing|etl|looker|power bi|sql|stakeholder management|tableau,english|french,,,live_listing,official_job_board,Yassir Lever,https://jobs.lever.co/Yassir/d1666a05-1566-40d5-ac80-e45f2d1a4a2a,https://jobs.lever.co/Yassir/d1666a05-1566-40d5-ac80-e45f2d1a4a2a,Algeria-based role,"Included as a seniority benchmark, not a realistic student target.",2026-09-13,1c5692443e1d,active,,,0.333,0.2,0.1,1.0,0.15,1.0,36.1,75.0,40.8,power bi|sql,data governance|data warehousing|etl|looker|stakeholder management|tableau,,"role=0.33; skills=0.20; seniority=0.10; location=1.00; opportunity=0.15; evidence=1.00; target=data analytics intern; matched=power bi, sql; missing=data governance, data warehousing, etl, looker, stakeholder management, tableau",Monitor
SUP-DAI-001,Super.com,Data Analytics Intern,internship,remote,Canada,CA,student,0,1,business analytics|data visualization|python|r|sql,english,2026-06-01,2026-09-30,historical_snapshot,official_job_board,Super Ashby,https://jobs.ashbyhq.com/super.com/1fdfd963-c5cb-49a0-be9a-76826aabf922/,https://jobs.ashbyhq.com/super.com/1fdfd963-c5cb-49a0-be9a-76826aabf922/,Canada location and authorization requirements must be confirmed,Included as an international comparison record.,2026-09-13,47a31a7c628a,expired,17,,1.0,0.47,1.0,0.9,1.0,1.0,0.0,75.0,9.0,data visualization|python|sql,business analytics|r,verify:eligibility,"role=1.00; skills=0.47; seniority=1.00; location=0.90; opportunity=1.00; evidence=1.00; target=data analytics intern; matched=data visualization, python, sql; missing=business analytics, r; verify:eligibility",Archive
UN-ACS-001,United Nations,ACS Intern on Data Analysis,internship,onsite,Addis Ababa,ET,student,0,1,data analysis|reporting|research|statistics,english,2026-07-23,2026-08-21,historical_snapshot,official_job_board,UN Careers,https://careers.un.org/jobfeed?isPage=true&language=en,https://careers.un.org/jobfeed?isPage=true&language=en,Deadline is in the past for this snapshot,Retained to demonstrate stale-record handling.,2026-09-13,712d9a26ef6a,expired,-23,,0.667,0.15,1.0,0.25,1.0,1.0,0.0,75.0,9.0,statistics,data analysis|reporting|research,,"role=0.67; skills=0.15; seniority=1.00; location=0.25; opportunity=1.00; evidence=1.00; target=data analytics intern; matched=statistics; missing=data analysis, reporting, research",Archive
UN-DV-001,United Nations,Data Visualization and Database Management Intern,internship,onsite,New York,US,student,0,1,data management|data visualization|database|reporting|sql,english,2026-07-29,2026-08-16,historical_snapshot,official_job_board,UN Careers,https://careers.un.org/jobfeed?isPage=true&language=en,https://careers.un.org/jobfeed?isPage=true&language=en,Deadline is in the past for this snapshot,Retained to demonstrate expiry detection.,2026-09-13,18a35396317a,expired,-28,,0.667,0.33,1.0,0.25,1.0,1.0,0.0,75.0,9.0,data visualization|sql,data management|database|reporting,,"role=0.67; skills=0.33; seniority=1.00; location=0.25; opportunity=1.00; evidence=1.00; target=data analytics intern; matched=data visualization, sql; missing=data management, database, reporting",Archive
ESR-DA-001,E Source,Data Analyst Intern,internship,remote,Remote,US-CA,student,0,1,data manipulation|data visualization|excel|power bi|python|sql,english,,,historical_snapshot,official_job_board,E Source Ashby,https://jobs.ashbyhq.com/e-source/0fdac9db-7078-4798-9cfb-4577e4d5942a/,https://jobs.ashbyhq.com/e-source/0fdac9db-7078-4798-9cfb-4577e4d5942a/,US or Canada work authorization required,Included to show why eligibility filtering matters.,2026-09-13,26787e145d94,expired,,,1.0,0.667,1.0,1.0,1.0,1.0,0.0,45.0,5.4,data visualization|excel|power bi|python|sql,data manipulation,blocker:work_authorization,"role=1.00; skills=0.67; seniority=1.00; location=1.00; opportunity=1.00; evidence=1.00; target=data analyst; matched=data visualization, excel, power bi, python, sql; missing=data manipulation; blocker:work_authorization",Archive
